./cat_dog_train/dog/dog.187.jpg,1
./cat_dog_train/cat/cat.264.jpg,0
./cat_dog_train/cat/cat.374.jpg,0
./cat_dog_train/cat/cat.424.jpg,0
./cat_dog_train/dog/dog.245.jpg,1
./cat_dog_train/cat/cat.174.jpg,0
./cat_dog_train/cat/cat.399.jpg,0
./cat_dog_train/dog/dog.239.jpg,1
./cat_dog_train/dog/dog.141.jpg,1
./cat_dog_train/dog/dog.15.jpg,1
./cat_dog_train/dog/dog.199.jpg,1
./cat_dog_train/cat/cat.201.jpg,0
./cat_dog_train/dog/dog.1.jpg,1
./cat_dog_train/cat/cat.92.jpg,0
./cat_dog_train/cat/cat.252.jpg,0
./cat_dog_train/dog/dog.125.jpg,1
./cat_dog_train/cat/cat.496.jpg,0
./cat_dog_train/cat/cat.108.jpg,0
./cat_dog_train/cat/cat.280.jpg,0
./cat_dog_train/cat/cat.214.jpg,0
./cat_dog_train/dog/dog.410.jpg,1
./cat_dog_train/dog/dog.76.jpg,1
./cat_dog_train/dog/dog.389.jpg,1
./cat_dog_train/dog/dog.78.jpg,1
./cat_dog_train/dog/dog.1127.jpg,1
./cat_dog_train/cat/cat.54.jpg,0
./cat_dog_train/cat/cat.115.jpg,0
./cat_dog_train/dog/dog.1084.jpg,1
./cat_dog_train/cat/cat.66.jpg,0
./cat_dog_train/cat/cat.1116.jpg,0
./cat_dog_train/dog/dog.104.jpg,1
./cat_dog_train/dog/dog.310.jpg,1
./cat_dog_train/cat/cat.1026.jpg,0
./cat_dog_train/dog/dog.18.jpg,1
./cat_dog_train/cat/cat.1099.jpg,0
./cat_dog_train/cat/cat.83.jpg,0
./cat_dog_train/cat/cat.198.jpg,0
./cat_dog_train/dog/dog.158.jpg,1
./cat_dog_train/dog/dog.166.jpg,1
./cat_dog_train/cat/cat.133.jpg,0
./cat_dog_train/cat/cat.158.jpg,0
./cat_dog_train/dog/dog.1125.jpg,1
./cat_dog_train/dog/dog.46.jpg,1
./cat_dog_train/dog/dog.1114.jpg,1
./cat_dog_train/dog/dog.441.jpg,1
./cat_dog_train/dog/dog.282.jpg,1
./cat_dog_train/cat/cat.370.jpg,0
./cat_dog_train/dog/dog.57.jpg,1
./cat_dog_train/dog/dog.89.jpg,1
./cat_dog_train/cat/cat.150.jpg,0
./cat_dog_train/dog/dog.250.jpg,1
./cat_dog_train/cat/cat.385.jpg,0
./cat_dog_train/cat/cat.467.jpg,0
./cat_dog_train/cat/cat.471.jpg,0
./cat_dog_train/cat/cat.336.jpg,0
./cat_dog_train/dog/dog.470.jpg,1
./cat_dog_train/dog/dog.1094.jpg,1
./cat_dog_train/dog/dog.344.jpg,1
./cat_dog_train/dog/dog.319.jpg,1
./cat_dog_train/dog/dog.157.jpg,1
./cat_dog_train/cat/cat.1044.jpg,0
./cat_dog_train/dog/dog.16.jpg,1
./cat_dog_train/cat/cat.275.jpg,0
./cat_dog_train/cat/cat.313.jpg,0
./cat_dog_train/cat/cat.181.jpg,0
./cat_dog_train/dog/dog.435.jpg,1
./cat_dog_train/cat/cat.351.jpg,0
./cat_dog_train/dog/dog.373.jpg,1
./cat_dog_train/dog/dog.1161.jpg,1
./cat_dog_train/cat/cat.1005.jpg,0
./cat_dog_train/cat/cat.439.jpg,0
./cat_dog_train/cat/cat.339.jpg,0
./cat_dog_train/dog/dog.462.jpg,1
./cat_dog_train/cat/cat.316.jpg,0
./cat_dog_train/cat/cat.49.jpg,0
./cat_dog_train/cat/cat.1105.jpg,0
./cat_dog_train/cat/cat.461.jpg,0
./cat_dog_train/dog/dog.183.jpg,1
./cat_dog_train/cat/cat.0.jpg,0
./cat_dog_train/cat/cat.1117.jpg,0
./cat_dog_train/cat/cat.1095.jpg,0
./cat_dog_train/dog/dog.24.jpg,1
./cat_dog_train/dog/dog.285.jpg,1
./cat_dog_train/cat/cat.294.jpg,0
./cat_dog_train/cat/cat.494.jpg,0
./cat_dog_train/cat/cat.482.jpg,0
./cat_dog_train/dog/dog.1078.jpg,1
./cat_dog_train/dog/dog.445.jpg,1
./cat_dog_train/dog/dog.1079.jpg,1
./cat_dog_train/cat/cat.478.jpg,0
./cat_dog_train/dog/dog.487.jpg,1
./cat_dog_train/cat/cat.291.jpg,0
./cat_dog_train/dog/dog.265.jpg,1
./cat_dog_train/cat/cat.272.jpg,0
./cat_dog_train/dog/dog.451.jpg,1
./cat_dog_train/dog/dog.82.jpg,1
./cat_dog_train/dog/dog.343.jpg,1
./cat_dog_train/dog/dog.149.jpg,1
./cat_dog_train/cat/cat.1118.jpg,0
./cat_dog_train/cat/cat.179.jpg,0
./cat_dog_train/dog/dog.234.jpg,1
./cat_dog_train/cat/cat.1.jpg,0
./cat_dog_train/dog/dog.1115.jpg,1
./cat_dog_train/dog/dog.253.jpg,1
./cat_dog_train/dog/dog.30.jpg,1
./cat_dog_train/dog/dog.352.jpg,1
./cat_dog_train/cat/cat.1110.jpg,0
./cat_dog_train/dog/dog.307.jpg,1
./cat_dog_train/cat/cat.197.jpg,0
./cat_dog_train/dog/dog.472.jpg,1
./cat_dog_train/cat/cat.1171.jpg,0
./cat_dog_train/cat/cat.1089.jpg,0
./cat_dog_train/cat/cat.225.jpg,0
./cat_dog_train/cat/cat.489.jpg,0
./cat_dog_train/cat/cat.327.jpg,0
./cat_dog_train/dog/dog.1163.jpg,1
./cat_dog_train/dog/dog.1191.jpg,1
./cat_dog_train/cat/cat.28.jpg,0
./cat_dog_train/cat/cat.369.jpg,0
./cat_dog_train/dog/dog.63.jpg,1
./cat_dog_train/dog/dog.31.jpg,1
./cat_dog_train/cat/cat.1163.jpg,0
./cat_dog_train/dog/dog.122.jpg,1
./cat_dog_train/dog/dog.388.jpg,1
./cat_dog_train/cat/cat.43.jpg,0
./cat_dog_train/dog/dog.1182.jpg,1
./cat_dog_train/dog/dog.1132.jpg,1
./cat_dog_train/cat/cat.483.jpg,0
./cat_dog_train/cat/cat.140.jpg,0
./cat_dog_train/dog/dog.333.jpg,1
./cat_dog_train/dog/dog.67.jpg,1
./cat_dog_train/cat/cat.256.jpg,0
